"","Studentnummer","Premaster","Vak","Cijfer"
"454","4162417","Geen premaster","Organizational Change Management",7.65647250385333
"455","4317352","Geen premaster","Organizational Change Management",6.24246756165212
"456","4422708","Geen premaster","Organizational Change Management",8.26160411427485
"457","4323200","Geen premaster","Organizational Change Management",6.61392136228432
"458","4112176","Geen premaster","Organizational Change Management",8.29749075677224
"459","4026312","Geen premaster","Organizational Change Management",6.75811527682507
"460","4226787","Geen premaster","Organizational Change Management",10
"461","4119129","Premaster","Organizational Psychology",7.60682953765084
"462","4476406","Premaster","Organizational Psychology",7.66014971930065
"463","4133293","Premaster","Organizational Psychology",8.17930226571072
"464","4304196","Premaster","Organizational Psychology",7.43114811455214
"465","4197153","Premaster","Organizational Psychology",7.4941462739313
"466","4090492","Premaster","Organizational Psychology",7.47490185908942
"467","4094328","Premaster","Organizational Psychology",5.78093607576225
"468","4363115","Premaster","Organizational Psychology",7.2538782269404
"469","4072921","Premaster","Organizational Psychology",7.55866741557774
"470","4444847","Premaster","Organizational Psychology",8.45143683250708
"471","4308663","Premaster","Organizational Psychology",6.70670181826958
"472","4214167","Premaster","Organizational Psychology",7.23771654781531
"473","4012359","Premaster","Organizational Psychology",5.29009031068645
"474","4437113","Premaster","Organizational Psychology",5.93747472985482
"475","4189613","Premaster","Organizational Psychology",7.34008713235739
"476","4315494","Premaster","Organizational Psychology",7.79693801982914
"477","4389355","Premaster","Organizational Psychology",6.09311070371024
"478","4317436","Premaster","Organizational Psychology",7.23134538721045
"479","4025633","Premaster","Organizational Psychology",7.49885040735991
"480","4427981","Premaster","Organizational Psychology",6.81553024959732
"481","4406169","Premaster","Organizational Psychology",7.26160369175523
"482","4464979","Premaster","Organizational Psychology",7.28378052339007
"483","4199615","Premaster","Organizational Psychology",5.88751271874892
"484","4181843","Premaster","Organizational Psychology",6.38517760158669
"485","4220300","Premaster","Organizational Psychology",7.03361202875846
"486","4283247","Premaster","Organizational Psychology",6.15162325965619
"487","4194724","Premaster","Organizational Psychology",6.5784892167312
"488","4430843","Premaster","Organizational Psychology",6.34874383517663
"489","4356166","Premaster","Organizational Psychology",5.84805682671424
"490","4167500","Premaster","Organizational Psychology",6.73666204337478
"491","4207066","Premaster","Organizational Psychology",5.71226952976742
"492","4181137","Premaster","Organizational Psychology",5.67638258146586
"493","4308987","Premaster","Organizational Psychology",6.7438959631688
"494","4418361","Premaster","Organizational Psychology",6.16458988231996
"495","4254135","Premaster","Organizational Psychology",7.29170937449391
"496","4278054","Premaster","Organizational Psychology",6.54046564440939
"497","4082715","Premaster","Organizational Psychology",6.48727071916617
"498","4268814","Premaster","Organizational Psychology",6.03182091900713
"499","4468870","Premaster","Organizational Psychology",4.98949813890208
"500","4351695","Premaster","Organizational Psychology",4.89944965887601
"501","4097985","Premaster","Organizational Psychology",8.32748749329115
"502","4220969","Premaster","Organizational Psychology",8.30608101685452
"503","4481277","Premaster","Organizational Psychology",4.0346220093802
"504","4317263","Premaster","Organizational Psychology",4.80843681964707
"505","4318538","Premaster","Organizational Psychology",5.76923990985016
"506","4375362","Premaster","Organizational Psychology",6.21504103031726
"507","4209405","Premaster","Organizational Psychology",7.52247087637688
"508","4229252","Premaster","Organizational Psychology",7.12864320006324
"509","4215618","Premaster","Organizational Psychology",7.07315457563855
"510","4267605","Premaster","Organizational Psychology",6.09201996815531
"511","4103951","Premaster","Organizational Psychology",6.59795589174602
"512","4173733","Premaster","Organizational Psychology",6.1825806711073
"513","4126145","Premaster","Organizational Psychology",6.74904315906396
"514","4127281","Premaster","Organizational Psychology",6.38696962981149
"515","4436357","Premaster","Organizational Psychology",5.94184230300015
"516","4042938","Premaster","Organizational Psychology",6.79885515377633
"517","4430508","Premaster","Organizational Psychology",6.84690233414187
"518","4210664","Premaster","Organizational Psychology",7.69414532000092
"519","4207990","Premaster","Organizational Psychology",6.40987177192216
"520","4254902","Premaster","Organizational Psychology",6.99718546300416
"521","4107517","Premaster","Organizational Psychology",6.05393097013535
"522","4038972","Premaster","Organizational Psychology",5.50826750754857
"523","4448273","Premaster","Organizational Psychology",7.12109046702246
"524","4308695","Premaster","Organizational Psychology",5.52925050560932
"525","4300295","Premaster","Organizational Psychology",8.04424583036559
"526","4450120","Premaster","Organizational Psychology",6.61691893510932
"527","4486668","Premaster","Organizational Psychology",7.77030354121798
"528","4182857","Premaster","Organizational Psychology",7.18984669326104
"529","4202078","Premaster","Organizational Psychology",5.89624227540247
"530","4176922","Premaster","Organizational Psychology",5.40892994717934
"531","4266502","Premaster","Organizational Psychology",4.61099052696291
"532","4212994","Premaster","Organizational Psychology",7.04833442806868
"533","4493473","Premaster","Organizational Psychology",6.48680264094908
"534","4024059","Premaster","Organizational Psychology",8.42692388405619
"535","4492484","Premaster","Organizational Psychology",5.08201997814403
"536","4324600","Premaster","Organizational Psychology",6.1219124318265
"537","4304572","Premaster","Organizational Psychology",5.59693986987732
"538","4475774","Premaster","Organizational Psychology",6.05360654074194
"539","4246273","Premaster","Organizational Psychology",9.51585904050267
"540","4467771","Premaster","Organizational Psychology",6.42847932656314
"541","4027018","Geen premaster","Organizational Psychology",6.98701204905962
"542","4309138","Geen premaster","Organizational Psychology",9.6242066732801
"543","4412670","Geen premaster","Organizational Psychology",6.41688144282104
"544","4149520","Geen premaster","Organizational Psychology",6.85098432336437
"545","4426656","Geen premaster","Organizational Psychology",7.52044892788558
"546","4148018","Geen premaster","Organizational Psychology",8.59572926442684
"547","4482506","Geen premaster","Organizational Psychology",8.77801389117364
"548","4446887","Geen premaster","Organizational Psychology",9.06985637918597
"549","4068710","Geen premaster","Organizational Psychology",7.7224387633454
"550","4342044","Geen premaster","Organizational Psychology",7.09940507733109
"551","4130990","Geen premaster","Organizational Psychology",8.91747127613629
"552","4146904","Geen premaster","Organizational Psychology",6.3270643941248
"553","4407456","Geen premaster","Organizational Psychology",8.38538826948631
"554","4054260","Geen premaster","Organizational Psychology",7.73867284311287
"555","4003316","Geen premaster","Organizational Psychology",6.20058856955299
"556","4083360","Geen premaster","Organizational Psychology",6.77776322384624
"557","4262330","Geen premaster","Organizational Psychology",7.49087230945745
"558","4306471","Geen premaster","Organizational Psychology",8.05634557155939
"559","4176702","Geen premaster","Organizational Psychology",7.53251973204445
"560","4221058","Geen premaster","Organizational Psychology",7.3971493943863
"561","4403061","Geen premaster","Organizational Psychology",7.75804987043247
"562","4141211","Geen premaster","Organizational Psychology",7.350195803271
"563","4167464","Geen premaster","Organizational Psychology",7.2953374672141
"564","4076227","Geen premaster","Organizational Psychology",7.1502221082227
"565","4436451","Geen premaster","Organizational Psychology",6.59569705321899
"566","4497181","Geen premaster","Organizational Psychology",9.14054187625786
"567","4470353","Geen premaster","Organizational Psychology",7.20985752199305
"568","4219341","Geen premaster","Organizational Psychology",7.72288023806219
"569","4479423","Geen premaster","Organizational Psychology",7.36660117366285
"570","4424841","Geen premaster","Organizational Psychology",8.52494586025882
"571","4118226","Geen premaster","Organizational Psychology",6.55938666012396
"572","4005468","Geen premaster","Organizational Psychology",9.75971319008053
"573","4350286","Geen premaster","Organizational Psychology",7.89905749862807
"574","4245623","Geen premaster","Organizational Psychology",7.39010805117553
"575","4238318","Geen premaster","Organizational Psychology",6.80270483294563
"576","4272044","Geen premaster","Organizational Psychology",7.54348755998362
"577","4404456","Geen premaster","Organizational Psychology",6.83864895413939
"578","4196073","Geen premaster","Organizational Psychology",8.33151489442444
"579","4269479","Geen premaster","Organizational Psychology",8.64653745475252
"580","4475891","Geen premaster","Organizational Psychology",8.81043651090298
"581","4017033","Geen premaster","Organizational Psychology",7.34461290268185
"582","4394165","Geen premaster","Organizational Psychology",8.00636649522225
"583","4124153","Geen premaster","Organizational Psychology",7.73510839880773
"584","4184545","Geen premaster","Organizational Psychology",7.7554849732532
"585","4400261","Geen premaster","Organizational Psychology",6.16655715101472
"586","4300534","Geen premaster","Organizational Psychology",8.13279366255119
"587","4043352","Geen premaster","Organizational Psychology",8.80334452546509
"588","4234557","Geen premaster","Organizational Psychology",7.15870560925258
"589","4143975","Geen premaster","Organizational Psychology",6.77082669870067
"590","4274262","Geen premaster","Organizational Psychology",7.08234606447768
"591","4289948","Geen premaster","Organizational Psychology",8.30194636212352
"592","4408799","Geen premaster","Organizational Psychology",7.04820666501111
"593","4011337","Geen premaster","Organizational Psychology",8.29493744968857
"594","4314398","Geen premaster","Organizational Psychology",8.95722302495667
"595","4115564","Geen premaster","Organizational Psychology",7.14909662573728
"596","4314901","Geen premaster","Organizational Psychology",7.75359642137502
"597","4410591","Geen premaster","Organizational Psychology",7.82406157338426
"598","4376024","Geen premaster","Organizational Psychology",7.58752163474852
"599","4191126","Geen premaster","Organizational Psychology",7.72981367294191
"600","4054436","Geen premaster","Organizational Psychology",8.06627128065792
"601","4168060","Geen premaster","Organizational Psychology",7.20003739474948
"602","4327039","Geen premaster","Organizational Psychology",7.86939184232752
"603","4373981","Geen premaster","Organizational Psychology",7.19831441261303
"604","4378923","Geen premaster","Organizational Psychology",9.124711695127
"605","4041368","Geen premaster","Organizational Psychology",10
"606","4394661","Geen premaster","Organizational Psychology",8.87991131152524
"607","4145369","Geen premaster","Organizational Psychology",7.45877389073759
"608","4173527","Geen premaster","Organizational Psychology",5.91580675504098
"609","4323538","Geen premaster","Organizational Psychology",6.43772671771747
"610","4226491","Geen premaster","Organizational Psychology",7.66820570536414
"611","4134926","Geen premaster","Organizational Psychology",6.52993545938667
"612","4085873","Geen premaster","Organizational Psychology",5.42745194232222
"613","4181063","Geen premaster","Organizational Psychology",5.23628476920449
"614","4346298","Geen premaster","Organizational Psychology",8.39773751055885
"615","4120076","Geen premaster","Organizational Psychology",7.62909426794017
"616","4372650","Geen premaster","Organizational Psychology",8.02544609485255
"617","4269871","Geen premaster","Organizational Psychology",4.55422521484529
"618","4447069","Geen premaster","Organizational Psychology",6.85416208600606
"619","4040285","Geen premaster","Organizational Psychology",8.34746003545084
"620","4089448","Geen premaster","Organizational Psychology",9.23139703626199
"621","4268271","Geen premaster","Organizational Psychology",7.54328732345611
"622","4412976","Geen premaster","Organizational Psychology",7.41200946034359
"623","4254525","Geen premaster","Organizational Psychology",7.86151983314612
"624","4254222","Geen premaster","Organizational Psychology",6.31687879098285
"625","4278184","Geen premaster","Organizational Psychology",7.53797400321501
"626","4468557","Geen premaster","Organizational Psychology",8.11358674956553
"627","4464693","Geen premaster","Organizational Psychology",8.05457959765959
"628","4477872","Geen premaster","Organizational Psychology",7.29951279228456
"629","4154735","Geen premaster","Organizational Psychology",7.93461449241862
"630","4485003","Geen premaster","Organizational Psychology",7.55928160397222
"631","4215853","Geen premaster","Organizational Psychology",8.54642932696688
"632","4296994","Geen premaster","Organizational Psychology",7.34677705815394
"633","4459777","Geen premaster","Organizational Psychology",7.90438604604429
"634","4368227","Geen premaster","Organizational Psychology",9.4276561442266
"635","4006445","Geen premaster","Organizational Psychology",6.59625423535953
"636","4194680","Geen premaster","Organizational Psychology",7.30096147996551
"637","4344899","Geen premaster","Organizational Psychology",8.13147863783265
"638","4315185","Geen premaster","Organizational Psychology",8.59070205972682
"639","4311236","Geen premaster","Organizational Psychology",10
"640","4465517","Geen premaster","Organizational Psychology",8.30952410950504
"641","4098062","Geen premaster","Organizational Psychology",6.91273619372787
"642","4117924","Geen premaster","Organizational Psychology",7.5527411069865
"643","4276219","Geen premaster","Organizational Psychology",5.95717580308422
"644","4296678","Geen premaster","Organizational Psychology",9.73797206420732
"645","4012904","Geen premaster","Organizational Psychology",6.20262994509732
"646","4208694","Geen premaster","Organizational Psychology",8.14737223684907
"647","4415773","Geen premaster","Organizational Psychology",8.13074312279345
"648","4147084","Geen premaster","Organizational Psychology",9.06736405064828
"649","4321897","Geen premaster","Organizational Psychology",7.98106664365765
"650","4280274","Geen premaster","Organizational Psychology",7.6060112297332
"651","4426661","Geen premaster","Organizational Psychology",7.72646430419223
"652","4141254","Geen premaster","Organizational Psychology",8.74467179848077
"653","4068502","Geen premaster","Organizational Psychology",6.97183274281964
"654","4357141","Geen premaster","Organizational Psychology",8.59894868970951
"655","4062615","Geen premaster","Organizational Psychology",6.67320596054801
"656","4308288","Geen premaster","Organizational Psychology",7.82782513799826
"657","4176671","Geen premaster","Organizational Psychology",7.8446928560838
"658","4495778","Geen premaster","Organizational Psychology",7.87089391139482
"659","4035167","Geen premaster","Organizational Psychology",6.20122396329016
"660","4240278","Geen premaster","Organizational Psychology",7.39617481550211
"661","4182843","Geen premaster","Organizational Psychology",8.579524287905
"662","4055391","Geen premaster","Organizational Psychology",8.00109612817242
"663","4256158","Geen premaster","Organizational Psychology",8.27259826916569
"664","4455447","Geen premaster","Organizational Psychology",7.37137548758806
"665","4209712","Geen premaster","Organizational Psychology",7.48334000271228
"666","4044041","Geen premaster","Organizational Psychology",6.35398583103575
"667","4305656","Geen premaster","Organizational Psychology",9.31146793897548
"668","4006356","Geen premaster","Organizational Psychology",6.22318604167218
"669","4243968","Geen premaster","Organizational Psychology",8.26789159474653
"670","4418086","Geen premaster","Organizational Psychology",9.33450712662972
"671","4467066","Geen premaster","Organizational Psychology",7.48506717387089
"672","4459597","Geen premaster","Organizational Psychology",8.3182369311736
"673","4258514","Geen premaster","Organizational Psychology",7.69161491606151
"674","4179440","Geen premaster","Organizational Psychology",6.56956652305562
"675","4072438","Geen premaster","Organizational Psychology",6.40074860833101
"676","4411282","Geen premaster","Organizational Psychology",8.02137890068035
"677","4219587","Geen premaster","Organizational Psychology",8.80108878556681
"678","4204824","Geen premaster","Organizational Psychology",7.09772498508457
"679","4420333","Geen premaster","Organizational Psychology",7.7086329802797
"680","4016675","Geen premaster","Organizational Psychology",6.91553839702839
"681","4485501","Geen premaster","Organizational Psychology",7.83697061878897
"682","4051466","Geen premaster","Organizational Psychology",7.34839901304692
"683","4335945","Geen premaster","Organizational Psychology",5.63795308678169
"684","4162417","Geen premaster","Organizational Psychology",6.38830272628969
"685","4317352","Geen premaster","Organizational Psychology",8.62207474861447
"686","4422708","Geen premaster","Organizational Psychology",7.55856797849006
"687","4323200","Geen premaster","Organizational Psychology",6.76492553428103
"688","4112176","Geen premaster","Organizational Psychology",8.27935412727977
"689","4026312","Geen premaster","Organizational Psychology",9.26764914468268
"690","4226787","Geen premaster","Organizational Psychology",7.29413757753985
"691","4119129","Premaster","Thesis",6.45981172013906
"692","4476406","Premaster","Thesis",7.34950419356898
"693","4133293","Premaster","Thesis",5.6941785937383
"694","4304196","Premaster","Thesis",8.34577302020517
"695","4197153","Premaster","Thesis",7.18531921283164
"696","4090492","Premaster","Thesis",8.03074508100919
"697","4094328","Premaster","Thesis",9.02335116818219
"698","4363115","Premaster","Thesis",7.25462069020851
"699","4072921","Premaster","Thesis",6.1400856994094
"700","4444847","Premaster","Thesis",7.02198800184613
"701","4308663","Premaster","Thesis",8.41606142532233
"702","4214167","Premaster","Thesis",6.56818821377067
"703","4012359","Premaster","Thesis",6.21591518894024
"704","4437113","Premaster","Thesis",7.66435733473162
"705","4189613","Premaster","Thesis",6.94710124293792
"706","4315494","Premaster","Thesis",6.39606890016998
"707","4389355","Premaster","Thesis",7.79780917234888
"708","4317436","Premaster","Thesis",7.4306430753037
"709","4025633","Premaster","Thesis",7.45586983830105
"710","4427981","Premaster","Thesis",7.88986744992562
"711","4406169","Premaster","Thesis",6.97341087167711
"712","4464979","Premaster","Thesis",5.64464380438082
"713","4199615","Premaster","Thesis",7.75121931881154
"714","4181843","Premaster","Thesis",8.09653380455164
"715","4220300","Premaster","Thesis",7.62513183749984
"716","4283247","Premaster","Thesis",7.2604498807454
"717","4194724","Premaster","Thesis",8.46386534438852
"718","4430843","Premaster","Thesis",7.74064616700324
"719","4356166","Premaster","Thesis",7.52125578631032
"720","4167500","Premaster","Thesis",6.49388806051223
"721","4207066","Premaster","Thesis",7.08691704532412
"722","4181137","Premaster","Thesis",8.40966808094494
"723","4308987","Premaster","Thesis",7.44948689544068
"724","4418361","Premaster","Thesis",6.33371236918688
"725","4254135","Premaster","Thesis",9.36775994545236
"726","4278054","Premaster","Thesis",7.83296231312225
"727","4082715","Premaster","Thesis",7.96753808275153
"728","4268814","Premaster","Thesis",7.7449655998181
"729","4468870","Premaster","Thesis",6.54109791746054
"730","4351695","Premaster","Thesis",7.58128655199452
"731","4097985","Premaster","Thesis",7.65767918670448
"732","4220969","Premaster","Thesis",9.21786767146563
"733","4481277","Premaster","Thesis",6.65552503482526
"734","4317263","Premaster","Thesis",8.33627680459674
"735","4318538","Premaster","Thesis",6.22838919631042
"736","4375362","Premaster","Thesis",7.3059465118104
"737","4209405","Premaster","Thesis",9.54928429579494
"738","4229252","Premaster","Thesis",7.18191707493643
"739","4215618","Premaster","Thesis",8.01103822407415
"740","4267605","Premaster","Thesis",8.87972007907025
"741","4103951","Premaster","Thesis",8.58007220456541
"742","4173733","Premaster","Thesis",7.35879521579485
"743","4126145","Premaster","Thesis",6.80238617191949
"744","4127281","Premaster","Thesis",7.93619441478803
"745","4436357","Premaster","Thesis",8.95598938725076
"746","4042938","Premaster","Thesis",5.27891857200404
"747","4430508","Premaster","Thesis",8.71288873083083
"748","4210664","Premaster","Thesis",7.32135903801855
"749","4207990","Premaster","Thesis",9.17810831370241
"750","4254902","Premaster","Thesis",8.79719217762443
"751","4107517","Premaster","Thesis",6.6380422497719
"752","4038972","Premaster","Thesis",8.14576211353925
"753","4448273","Premaster","Thesis",7.8182521268473
"754","4308695","Premaster","Thesis",8.65355999546468
"755","4300295","Premaster","Thesis",6.75396919777341
"756","4450120","Premaster","Thesis",7.11716653881668
"757","4486668","Premaster","Thesis",7.35672327527709
"758","4182857","Premaster","Thesis",7.68527803021945
"759","4202078","Premaster","Thesis",4.97952189381432
"760","4176922","Premaster","Thesis",8.0159199679819
"761","4266502","Premaster","Thesis",9.08175159240005
"762","4212994","Premaster","Thesis",7.99003535370887
"763","4493473","Premaster","Thesis",8.69938852464219
"764","4024059","Premaster","Thesis",6.50327020184914
"765","4492484","Premaster","Thesis",7.15359725106903
"766","4324600","Premaster","Thesis",6.46350152386972
"767","4304572","Premaster","Thesis",8.51843605155114
"768","4475774","Premaster","Thesis",8.25239946446374
"769","4246273","Premaster","Thesis",7.61291795016081
"770","4467771","Premaster","Thesis",7.89622253662042
"771","4027018","Geen premaster","Thesis",6.8199758338855
"772","4309138","Geen premaster","Thesis",8.46927963337779
"773","4412670","Geen premaster","Thesis",9.12446442510334
"774","4149520","Geen premaster","Thesis",8.24517932457056
"775","4426656","Geen premaster","Thesis",7.78031288161413
"776","4148018","Geen premaster","Thesis",7.82608785711045
"777","4482506","Geen premaster","Thesis",6.76323574921037
"778","4446887","Geen premaster","Thesis",8.16000076813575
"779","4068710","Geen premaster","Thesis",6.16392564659228
"780","4342044","Geen premaster","Thesis",7.52252552072516
"781","4130990","Geen premaster","Thesis",8.32196773399069
"782","4146904","Geen premaster","Thesis",7.71684317716105
"783","4407456","Geen premaster","Thesis",7.93030127019332
"784","4054260","Geen premaster","Thesis",8.08611006193386
"785","4003316","Geen premaster","Thesis",8.39601947041646
"786","4083360","Geen premaster","Thesis",9.13022448836135
"787","4262330","Geen premaster","Thesis",8.1306867687373
"788","4306471","Geen premaster","Thesis",8.3614330191377
"789","4176702","Geen premaster","Thesis",7.80656650241641
"790","4221058","Geen premaster","Thesis",7.2607297620887
"791","4403061","Geen premaster","Thesis",7.22208467768806
"792","4141211","Geen premaster","Thesis",8.61575440143461
"793","4167464","Geen premaster","Thesis",6.39181827580375
"794","4076227","Geen premaster","Thesis",6.6419132046689
"795","4436451","Geen premaster","Thesis",8.70293155987437
"796","4497181","Geen premaster","Thesis",7.55038736042454
"797","4470353","Geen premaster","Thesis",8.20463671494434
"798","4219341","Geen premaster","Thesis",7.00117676835098
"799","4479423","Geen premaster","Thesis",7.86197365964384
"800","4424841","Geen premaster","Thesis",6.94180642565256
"801","4118226","Geen premaster","Thesis",6.96813228192241
"802","4005468","Geen premaster","Thesis",7.33545727870137
"803","4350286","Geen premaster","Thesis",8.61419781057472
"804","4245623","Geen premaster","Thesis",7.87665409576253
"805","4238318","Geen premaster","Thesis",7.51263412862505
"806","4272044","Geen premaster","Thesis",6.3579748605981
"807","4404456","Geen premaster","Thesis",9.10527774916054
"808","4196073","Geen premaster","Thesis",7.21351551721282
"809","4269479","Geen premaster","Thesis",7.35724304323258
"810","4475891","Geen premaster","Thesis",6.49420171193136
"811","4017033","Geen premaster","Thesis",6.85428926434025
"812","4394165","Geen premaster","Thesis",7.76143021230358
"813","4124153","Geen premaster","Thesis",7.01885846384616
"814","4184545","Geen premaster","Thesis",7.6580044064276
"815","4400261","Geen premaster","Thesis",5.76592866712264
"816","4300534","Geen premaster","Thesis",9.4583780782994
"817","4043352","Geen premaster","Thesis",8.23375003644122
"818","4234557","Geen premaster","Thesis",5.8124131956205
"819","4143975","Geen premaster","Thesis",5.77956310383117
"820","4274262","Geen premaster","Thesis",7.62064373830228
"821","4289948","Geen premaster","Thesis",7.73529454119407
"822","4408799","Geen premaster","Thesis",7.17922298771216
"823","4011337","Geen premaster","Thesis",7.00113834945636
"824","4314398","Geen premaster","Thesis",8.91498174629761
"825","4115564","Geen premaster","Thesis",6.92538956883314
"826","4314901","Geen premaster","Thesis",6.57021558981432
"827","4410591","Geen premaster","Thesis",6.8322437424503
"828","4376024","Geen premaster","Thesis",7.72349895038379
"829","4191126","Geen premaster","Thesis",7.1172927391156
"830","4054436","Geen premaster","Thesis",8.24752431096481
"831","4168060","Geen premaster","Thesis",7.87938732125065
"832","4327039","Geen premaster","Thesis",6.24263652559868
"833","4373981","Geen premaster","Thesis",7.02630656312855
"834","4378923","Geen premaster","Thesis",6.17551796476703
"835","4041368","Geen premaster","Thesis",9.632899915688
"836","4394661","Geen premaster","Thesis",6.48853933441536
"837","4145369","Geen premaster","Thesis",7.20565087554343
"838","4173527","Geen premaster","Thesis",6.72334763861002
"839","4323538","Geen premaster","Thesis",8.86622980773392
"840","4226491","Geen premaster","Thesis",8.00842545893788
"841","4134926","Geen premaster","Thesis",6.39190133345312
"842","4085873","Geen premaster","Thesis",5.52036408247564
"843","4181063","Geen premaster","Thesis",8.23886994516906
"844","4346298","Geen premaster","Thesis",5.89693840524304
"845","4120076","Geen premaster","Thesis",7.39672102524023
"846","4372650","Geen premaster","Thesis",7.1594814097071
"847","4269871","Geen premaster","Thesis",8.07956745481663
"848","4447069","Geen premaster","Thesis",8.53026867684884
"849","4040285","Geen premaster","Thesis",7.3977058349843
"850","4089448","Geen premaster","Thesis",7.26702209039826
"851","4268271","Geen premaster","Thesis",5.50197362901656
"852","4412976","Geen premaster","Thesis",6.16221371801824
"853","4254525","Geen premaster","Thesis",7.89135887748735
"854","4254222","Geen premaster","Thesis",7.70927018646084
"855","4278184","Geen premaster","Thesis",7.9815878938402
"856","4468557","Geen premaster","Thesis",7.46405490205136
"857","4464693","Geen premaster","Thesis",8.27913403030165
"858","4477872","Geen premaster","Thesis",8.97253125480299
"859","4154735","Geen premaster","Thesis",7.08522490502865
"860","4485003","Geen premaster","Thesis",8.57883780689886
"861","4215853","Geen premaster","Thesis",8.33242332248227
"862","4296994","Geen premaster","Thesis",7.63523249271464
"863","4459777","Geen premaster","Thesis",7.3645208766535
"864","4368227","Geen premaster","Thesis",6.39602010674465
"865","4006445","Geen premaster","Thesis",6.2328800309625
"866","4194680","Geen premaster","Thesis",8.15190751352438
"867","4344899","Geen premaster","Thesis",8.22674842551138
"868","4315185","Geen premaster","Thesis",7.65987669002451
"869","4311236","Geen premaster","Thesis",6.27079204289669
"870","4465517","Geen premaster","Thesis",7.59166195319475
"871","4098062","Geen premaster","Thesis",8.3730750284408
"872","4117924","Geen premaster","Thesis",6.80644277940788
"873","4276219","Geen premaster","Thesis",8.34772407556204
"874","4296678","Geen premaster","Thesis",6.40589996999737
"875","4012904","Geen premaster","Thesis",7.34600215937283
"876","4208694","Geen premaster","Thesis",6.69297711154951
"877","4415773","Geen premaster","Thesis",7.35824292028415
"878","4147084","Geen premaster","Thesis",9.52040964296554
"879","4321897","Geen premaster","Thesis",7.20591306691589
"880","4280274","Geen premaster","Thesis",6.56745239071561
"881","4426661","Geen premaster","Thesis",7.00060673194992
"882","4141254","Geen premaster","Thesis",7.85419257747151
"883","4068502","Geen premaster","Thesis",8.53984761935595
"884","4357141","Geen premaster","Thesis",7.72849462913447
"885","4062615","Geen premaster","Thesis",8.69021460333004
"886","4308288","Geen premaster","Thesis",8.96346890683975
"887","4176671","Geen premaster","Thesis",9.42833430574508
"888","4495778","Geen premaster","Thesis",9.22215271676953
"889","4035167","Geen premaster","Thesis",7.89780587498573
"890","4240278","Geen premaster","Thesis",6.95551928734696
"891","4182843","Geen premaster","Thesis",6.0132636745983
"892","4055391","Geen premaster","Thesis",8.44271160809238
"893","4256158","Geen premaster","Thesis",7.83713583667707
"894","4455447","Geen premaster","Thesis",7.99160005105917
"895","4209712","Geen premaster","Thesis",5.81219515821043
"896","4044041","Geen premaster","Thesis",7.36996905534646
"897","4305656","Geen premaster","Thesis",6.89819648077364
"898","4006356","Geen premaster","Thesis",7.32987566423241
"899","4243968","Geen premaster","Thesis",8.09019427309545
"900","4418086","Geen premaster","Thesis",5.4240700033384
"901","4467066","Geen premaster","Thesis",5.82901672153045
"902","4459597","Geen premaster","Thesis",6.63381603767549
"903","4258514","Geen premaster","Thesis",8.32012501984298
"904","4179440","Geen premaster","Thesis",6.34582256548035
"905","4072438","Geen premaster","Thesis",7.31689521522449
"906","4411282","Geen premaster","Thesis",7.68783227925958
"907","4219587","Geen premaster","Thesis",5.93454146418649
"908","4204824","Geen premaster","Thesis",6.67376426867718
"909","4420333","Geen premaster","Thesis",7.2299930762731
"910","4016675","Geen premaster","Thesis",9.13911490108768
"911","4485501","Geen premaster","Thesis",9.44793045572615
"912","4051466","Geen premaster","Thesis",8.12745967290271
"913","4335945","Geen premaster","Thesis",6.78313630819195
"914","4162417","Geen premaster","Thesis",6.29511517839552
"915","4317352","Geen premaster","Thesis",7.66562302257892
"916","4422708","Geen premaster","Thesis",9.40851053071824
"917","4323200","Geen premaster","Thesis",5.04310038748718
"918","4112176","Geen premaster","Thesis",7.14501901738317
"919","4026312","Geen premaster","Thesis",8.63691316171335
"920","4226787","Geen premaster","Thesis",7.9097541310081
