"","Studentnummer","hbo_vooropleiding"
"1151",5207427,"ja"
"1152",5404671,"nee"
"1153",5607096,"ja"
"1154",5715720,"nee"
"1155",5643184,"nee"
"1156",5731220,"nee"
"1157",5829499,"nee"
"1158",5700344,"ja"
"1159",5943289,"nee"
"1160",5472663,"nee"
"1161",5314727,"nee"
"1162",5000411,"ja"
"1163",5418257,"nee"
"1164",5734197,"nee"
"1165",5370824,"nee"
"1166",5584640,"nee"
"1167",5955606,"nee"
"1168",5456321,"nee"
"1169",5840691,"nee"
"1170",5818482,"nee"
"1171",5856043,"nee"
"1172",5188712,"nee"
"1173",5210188,"nee"
"1174",5767042,"nee"
"1175",5818322,"nee"
"1176",5166876,"nee"
"1177",5629538,"nee"
"1178",5585170,"nee"
"1179",5664028,"nee"
"1180",5381860,"ja"
"1181",5127219,"nee"
"1182",5014638,"nee"
"1183",5863762,"nee"
"1184",5503178,"nee"
"1185",5860758,"nee"
"1186",5653439,"ja"
"1187",5395845,"nee"
"1188",5508086,"nee"
"1189",5943212,"nee"
"1190",5741357,"nee"
"1191",5725971,"ja"
"1192",5778896,"nee"
"1193",5838088,"nee"
"1194",5195062,"nee"
"1195",5613754,"nee"
"1196",5199486,"nee"
"1197",5343033,"nee"
"1198",5079759,"nee"
"1199",5735476,"nee"
"1200",5326555,"ja"
"1201",5990688,"nee"
"1202",5985447,"nee"
"1203",5967704,"nee"
"1204",5688136,"nee"
"1205",5374659,"nee"
"1206",5363460,"nee"
"1207",5787575,"nee"
"1208",5630542,"nee"
"1209",5273445,"nee"
"1210",5212568,"nee"
"1211",5937191,"nee"
"1212",5239019,"nee"
"1213",5411999,"ja"
"1214",5424969,"nee"
"1215",5529572,"nee"
"1216",5317632,"nee"
"1217",5825530,"ja"
"1218",5298570,"nee"
"1219",5368139,"nee"
"1220",5715795,"ja"
"1221",5639001,"nee"
"1222",5438052,"nee"
"1223",5700617,"nee"
"1224",5781920,"ja"
"1225",5813905,"nee"
"1226",5139487,"ja"
"1227",5527965,"nee"
"1228",5894876,"nee"
"1229",5458813,"nee"
"1230",5736823,"nee"
"1231",5335680,"nee"
"1232",5853336,"nee"
"1233",5277427,"nee"
"1234",5123812,"nee"
"1235",5864862,"nee"
"1236",5372134,"ja"
"1237",5233335,"nee"
"1238",5315048,"nee"
"1239",5164914,"nee"
"1240",5845221,"ja"
"1241",5197226,"nee"
"1242",5849942,"nee"
"1243",5723250,"nee"
"1244",5695197,"nee"
"1245",5494317,"nee"
"1246",5563551,"nee"
"1247",5797151,"nee"
"1248",5263244,"nee"
"1249",5746458,"nee"
"1250",5639660,"nee"
"1251",5159685,"nee"
"1252",5410023,"nee"
"1253",5998812,"ja"
"1254",5072540,"nee"
"1255",5693443,"ja"
"1256",5258690,"nee"
"1257",5764890,"nee"
"1258",5087638,"nee"
"1259",5664817,"nee"
"1260",5459692,"nee"
"1261",5000886,"nee"
"1262",5472114,"nee"
"1263",5426083,"nee"
"1264",5248324,"nee"
"1265",5935196,"nee"
"1266",5466789,"nee"
"1267",5582261,"nee"
"1268",5787134,"nee"
"1269",5077922,"nee"
"1270",5796954,"nee"
"1271",5772449,"nee"
"1272",5554443,"nee"
"1273",5202529,"nee"
"1274",5476676,"nee"
"1275",5697949,"nee"
"1276",5951918,"nee"
"1277",5024585,"nee"
"1278",5980340,"nee"
"1279",5848293,"nee"
"1280",5556260,"nee"
"1281",5215531,"nee"
"1282",5753627,"nee"
"1283",5712457,"nee"
"1284",5734720,"nee"
"1285",5071770,"nee"
"1286",5225882,"ja"
"1287",5623481,"nee"
"1288",5578391,"nee"
"1289",5406736,"nee"
"1290",5141065,"nee"
"1291",5985089,"nee"
"1292",5620280,"nee"
"1293",5782831,"nee"
"1294",5820096,"ja"
"1295",5195743,"nee"
"1296",5580410,"nee"
"1297",5732598,"nee"
"1298",5640220,"nee"
"1299",5154522,"nee"
"1300",5494147,"nee"
"1301",5207700,"nee"
"1302",5531227,"nee"
"1303",5744533,"nee"
"1304",5072674,"ja"
"1305",5654178,"nee"
"1306",5367504,"nee"
"1307",5599362,"ja"
"1308",5870042,"nee"
"1309",5583731,"nee"
"1310",5052482,"ja"
"1311",5174053,"nee"
"1312",5214160,"nee"
"1313",5484829,"nee"
"1314",5962201,"ja"
"1315",5759224,"nee"
"1316",5547203,"nee"
"1317",5477707,"nee"
"1318",5684512,"nee"
"1319",5322746,"nee"
"1320",5772087,"nee"
"1321",5207002,"nee"
"1322",5866082,"ja"
"1323",5825449,"nee"
"1324",5596109,"nee"
"1325",5931492,"nee"
"1326",5152172,"ja"
"1327",5468142,"nee"
"1328",5833653,"nee"
"1329",5665562,"ja"
"1330",5489768,"nee"
"1331",5573222,"nee"
"1332",5651591,"nee"
"1333",5612045,"nee"
"1334",5314074,"nee"
"1335",5416967,"nee"
"1336",5861217,"nee"
"1337",5467737,"nee"
"1338",5477748,"nee"
"1339",5715739,"ja"
"1340",5419129,"nee"
"1341",5319207,"nee"
"1342",5318099,"nee"
"1343",5140600,"ja"
"1344",5575520,"nee"
"1345",5230751,"nee"
"1346",5045832,"nee"
"1347",5833210,"nee"
"1348",5998234,"nee"
"1349",5742069,"nee"
"1350",5803696,"nee"
"1351",5350609,"ja"
"1352",5567024,"ja"
"1353",5156955,"nee"
"1354",5761870,"ja"
"1355",5145766,"nee"
"1356",5439427,"ja"
"1357",5679462,"ja"
"1358",5102298,"nee"
"1359",5650229,"nee"
"1360",5059061,"nee"
"1361",5554412,"nee"
"1362",5344080,"nee"
"1363",5268074,"nee"
"1364",5781294,"nee"
"1365",5318058,"nee"
"1366",5709330,"nee"
"1367",5659182,"nee"
"1368",5230625,"nee"
"1369",5721426,"nee"
"1370",5158047,"nee"
"1371",5558217,"nee"
"1372",5077098,"nee"
"1373",5634894,"nee"
"1374",5244559,"nee"
"1375",5107050,"ja"
"1376",5194366,"nee"
"1377",5493625,"nee"
"1378",5125666,"ja"
"1379",5870260,"nee"
"1380",5975408,"nee"
"1381",5801247,"nee"
"1382",5234331,"nee"
"1383",5934842,"nee"
"1384",5523087,"nee"
"1385",5167587,"nee"
"1386",5561162,"nee"
"1387",5805419,"nee"
"1388",5167058,"nee"
"1389",5566118,"nee"
"1390",5635911,"nee"
"1391",5597377,"nee"
"1392",5036657,"nee"
"1393",5683676,"ja"
"1394",5161292,"nee"
"1395",5885929,"nee"
"1396",5428794,"nee"
"1397",5643563,"nee"
"1398",5350195,"nee"
"1399",5534428,"ja"
"1400",5262841,"nee"
"1401",5986695,"nee"
"1402",5338168,"nee"
"1403",5710474,"nee"
"1404",5667517,"ja"
"1405",5808751,"nee"
"1406",5284440,"ja"
"1407",5849623,"nee"
"1408",5080942,"ja"
"1409",5702141,"nee"
"1410",5896184,"nee"
"1411",5649122,"nee"
"1412",5276700,"nee"
"1413",5747800,"nee"
"1414",5617903,"nee"
"1415",5367805,"nee"
"1416",5217670,"nee"
"1417",5829382,"nee"
"1418",5538951,"nee"
"1419",5799334,"nee"
"1420",5418690,"ja"
"1421",5621190,"nee"
"1422",5864616,"ja"
"1423",5661147,"nee"
"1424",5934984,"nee"
"1425",5715883,"nee"
"1426",5942216,"nee"
"1427",5041818,"nee"
"1428",5945602,"nee"
"1429",5033205,"nee"
"1430",5395269,"ja"
"1431",5341638,"nee"
"1432",5239829,"nee"
"1433",5703543,"nee"
"1434",5745487,"nee"
"1435",5629011,"nee"
"1436",5104404,"nee"
"1437",5995210,"nee"
"1438",5660385,"ja"
"1439",5320029,"nee"
"1440",5560906,"ja"
"1441",5770697,"ja"
"1442",5598820,"nee"
"1443",5515662,"nee"
"1444",5452646,"nee"
"1445",5987033,"nee"
"1446",5268686,"nee"
"1447",5855015,"nee"
"1448",5552965,"nee"
"1449",5562808,"nee"
"1450",5634253,"nee"
"1451",5093806,"nee"
"1452",5605665,"nee"
"1453",5508597,"nee"
"1454",5034037,"nee"
"1455",5622911,"nee"
"1456",5248177,"nee"
"1457",5564574,"nee"
"1458",5311938,"nee"
"1459",5517643,"nee"
"1460",5551092,"nee"
"1461",5868104,"nee"
"1462",5000935,"nee"
"1463",5376628,"nee"
"1464",5456650,"nee"
"1465",5266210,"ja"
"1466",5902037,"nee"
"1467",5931855,"nee"
"1468",5400042,"nee"
"1469",5754082,"nee"
"1470",5770151,"ja"
"1471",5860860,"nee"
"1472",5641392,"nee"
"1473",5292063,"nee"
"1474",5795929,"nee"
"1475",5648732,"nee"
"1476",5163999,"nee"
"1477",5774297,"nee"
"1478",5377689,"nee"
"1479",5100041,"ja"
"1480",5018866,"nee"
"1481",5244020,"nee"
"1482",5729988,"nee"
"1483",5233223,"ja"
"1484",5229356,"nee"
"1485",5567461,"nee"
"1486",5530981,"ja"
"1487",5759982,"nee"
"1488",5734118,"nee"
"1489",5835168,"nee"
"1490",5880153,"nee"
"1491",5379811,"nee"
"1492",5153048,"nee"
"1493",5351228,"ja"
"1494",5277698,"ja"
"1495",5363052,"nee"
"1496",5448075,"nee"
"1497",5757773,"nee"
"1498",5339983,"ja"
"1499",5856298,"nee"
"1500",5160933,"nee"
"1501",5934404,"nee"
"1502",5846627,"nee"
"1503",5064646,"ja"
"1504",5173251,"nee"
"1505",5407587,"nee"
"1506",5511714,"ja"
"1507",5745186,"ja"
"1508",5221563,"nee"
"1509",5753727,"nee"
"1510",5018452,"nee"
"1511",5682710,"nee"
"1512",5822147,"nee"
"1513",5066095,"nee"
"1514",5446443,"nee"
"1515",5097527,"nee"
"1516",5258770,"nee"
"1517",5068733,"nee"
"1518",5347088,"nee"
"1519",5469471,"nee"
"1520",5304213,"nee"
"1521",5927564,"nee"
"1522",5021402,"nee"
"1523",5201585,"nee"
"1524",5292707,"ja"
"1525",5486716,"nee"
"1526",5224268,"nee"
"1527",5945164,"nee"
"1528",5001606,"ja"
"1529",5768911,"nee"
"1530",5376238,"ja"
"1531",5304051,"nee"
"1532",5868872,"nee"
"1533",5189748,"nee"
"1534",5635431,"nee"
"1535",5058884,"nee"
"1536",5139479,"nee"
"1537",5274886,"nee"
"1538",5350182,"nee"
"1539",5681637,"nee"
"1540",5358808,"nee"
"1541",5518817,"nee"
"1542",5695217,"nee"
"1543",5889050,"nee"
"1544",5031286,"ja"
"1545",5141893,"nee"
"1546",5764148,"nee"
"1547",5823922,"ja"
"1548",5113441,"nee"
"1549",5295272,"nee"
"1550",5380171,"nee"
"1551",5864899,"nee"
"1552",5637555,"nee"
"1553",5152970,"nee"
"1554",5614176,"nee"
"1555",5415975,"nee"
"1556",5608048,"nee"
"1557",5669476,"nee"
"1558",5622799,"nee"
"1559",5753709,"nee"
"1560",5731503,"nee"
"1561",5288373,"ja"
"1562",5375265,"ja"
"1563",5766235,"nee"
"1564",5385579,"nee"
"1565",5241235,"ja"
"1566",5213720,"nee"
"1567",5868406,"nee"
"1568",5156329,"nee"
"1569",5954876,"ja"
"1570",5552748,"nee"
"1571",5475683,"nee"
"1572",5883105,"ja"
"1573",5088900,"nee"
"1574",5535841,"nee"
"1575",5701015,"nee"
"1576",5061391,"nee"
"1577",5568008,"nee"
"1578",5753468,"nee"
"1579",5033156,"ja"
"1580",5359408,"nee"
"1581",5723631,"nee"
"1582",5468355,"nee"
"1583",5525091,"nee"
"1584",5945522,"nee"
"1585",5640371,"ja"
"1586",5487111,"nee"
"1587",5026432,"nee"
"1588",5277975,"ja"
"1589",5075951,"nee"
"1590",5858099,"nee"
"1591",5958171,"ja"
"1592",5919663,"nee"
"1593",5541342,"nee"
"1594",5063087,"nee"
"1595",5660565,"nee"
"1596",5107782,"nee"
"1597",5166971,"ja"
"1598",5341236,"nee"
"1599",5110735,"nee"
"1600",5465093,"nee"
"1601",5880967,"nee"
"1602",5842753,"nee"
"1603",5487321,"nee"
"1604",5316803,"nee"
"1605",5687046,"nee"
"1606",5849905,"nee"
"1607",5582543,"nee"
"1608",5835992,"ja"
"1609",5115622,"nee"
"1610",5304766,"nee"
"1611",5982877,"nee"
"1612",5106373,"nee"
"1613",5917991,"nee"
"1614",5032791,"nee"
"1615",5979193,"nee"
"1616",5291099,"ja"
"1617",5627101,"nee"
"1618",5956664,"nee"
"1619",5680557,"nee"
"1620",5327678,"nee"
"1621",5572505,"nee"
"1622",5503352,"nee"
"1623",5889562,"ja"
"1624",5918245,"nee"
"1625",5300051,"nee"
"1626",5284831,"nee"
"1627",5333603,"nee"
"1628",5616686,"nee"
"1629",5598937,"ja"
"1630",5369781,"ja"
"1631",5951721,"nee"
"1632",5266982,"nee"
"1633",5606403,"nee"
"1634",5079365,"nee"
"1635",5245218,"nee"
"1636",5633532,"nee"
"1637",5318647,"nee"
"1638",5787686,"nee"
"1639",5947255,"nee"
"1640",5374080,"nee"
"1641",5335462,"nee"
"1642",5626289,"nee"
"1643",5528645,"nee"
"1644",5857419,"nee"
"1645",5092984,"ja"
"1646",5175072,"nee"
"1647",5015079,"ja"
"1648",5832938,"nee"
"1649",5205599,"nee"
"1650",5639578,"nee"
"1651",5278535,"nee"
"1652",5986916,"nee"
"1653",5349821,"nee"
"1654",5835922,"nee"
"1655",5368847,"nee"
"1656",5177035,"nee"
"1657",5490418,"ja"
"1658",5581002,"ja"
"1659",5056539,"nee"
"1660",5062616,"nee"
"1661",5750717,"nee"
"1662",5459226,"nee"
"1663",5617348,"nee"
"1664",5281387,"nee"
"1665",5156388,"nee"
"1666",5910855,"nee"
"1667",5689593,"nee"
"1668",5174897,"nee"
"1669",5082878,"nee"
"1670",5623625,"nee"
"1671",5131976,"nee"
"1672",5509499,"nee"
"1673",5563589,"nee"
"1674",5388882,"nee"
"1675",5209290,"nee"
"1676",5582857,"nee"
"1677",5729493,"ja"
"1678",5690578,"nee"
"1679",5697270,"nee"
"1680",5510726,"ja"
"1681",5216705,"nee"
"1682",5237666,"nee"
"1683",5622698,"ja"
"1684",5903538,"nee"
"1685",5133079,"nee"
"1686",5866331,"nee"
"1687",5252791,"nee"
"1688",5528566,"nee"
"1689",5070260,"nee"
"1690",5594254,"ja"
"1691",5010103,"nee"
"1692",5017211,"nee"
"1693",5652648,"nee"
"1694",5507094,"nee"
"1695",5928169,"ja"
"1696",5483030,"nee"
"1697",5577942,"nee"
"1698",5808258,"nee"
"1699",5583309,"nee"
"1700",5858094,"nee"
"1701",5532855,"nee"
"1702",5004002,"nee"
"1703",5296926,"nee"
"1704",5607039,"nee"
"1705",5610266,"nee"
"1706",5167275,"nee"
"1707",5827887,"nee"
"1708",5066722,"ja"
"1709",5410787,"nee"
"1710",5908663,"nee"
"1711",5294423,"nee"
"1712",5634761,"nee"
"1713",5541169,"nee"
"1714",5450509,"nee"
"1715",5436045,"nee"
"1716",5226878,"nee"
"1717",5460805,"nee"
"1718",5065908,"nee"
"1719",5166148,"nee"
"1720",5655331,"nee"
"1721",5017043,"nee"
"1722",5859851,"nee"
"1723",5187712,"nee"
"1724",5355433,"ja"
"1725",5396392,"nee"
"1726",5331410,"nee"
"1727",5066522,"ja"
"1728",5905604,"nee"
"1729",5717482,"nee"
"1730",5322140,"nee"
"1731",5894949,"nee"
"1732",5836863,"nee"
"1733",5478414,"nee"
"1734",5881928,"nee"
"1735",5279501,"nee"
"1736",5100233,"nee"
"1737",5798882,"nee"
"1738",5127237,"nee"
"1739",5533523,"nee"
"1740",5765441,"nee"
"1741",5935050,"nee"
"1742",5118065,"nee"
"1743",5255119,"nee"
"1744",5200200,"nee"
"1745",5824589,"ja"
"1746",5411429,"nee"
"1747",5783375,"nee"
"1748",5723114,"nee"
"1749",5290033,"nee"
"1750",5104737,"nee"
"1751",5679914,"nee"
"1752",5467199,"nee"
"1753",5281352,"nee"
"1754",5012899,"nee"
"1755",5959868,"nee"
"1756",5519544,"nee"
"1757",5111951,"nee"
"1758",5606266,"nee"
"1759",5698460,"nee"
"1760",5199942,"nee"
"1761",5666948,"nee"
"1762",5435278,"nee"
"1763",5480751,"nee"
"1764",5780598,"nee"
"1765",5294522,"nee"
"1766",5830225,"nee"
"1767",5422716,"nee"
"1768",5879690,"nee"
"1769",5923166,"ja"
"1770",5964629,"nee"
"1771",5341289,"nee"
"1772",5515999,"nee"
"1773",5466096,"nee"
"1774",5106342,"nee"
"1775",5990851,"nee"
"1776",5783555,"nee"
"1777",5034320,"nee"
"1778",5059470,"nee"
"1779",5070821,"nee"
"1780",5510121,"nee"
"1781",5434010,"nee"
"1782",5333991,"nee"
"1783",5363966,"nee"
"1784",5129693,"nee"
"1785",5955536,"nee"
"1786",5500639,"nee"
"1787",5389330,"nee"
"1788",5791944,"nee"
"1789",5195108,"nee"
"1790",5140572,"nee"
"1791",5005891,"nee"
"1792",5248964,"nee"
"1793",5286241,"ja"
"1794",5929672,"nee"
"1795",5528938,"ja"
"1796",5087443,"nee"
"1797",5105898,"nee"
"1798",5018000,"nee"
"1799",5341589,"nee"
"1800",5429363,"nee"
"1801",5681543,"nee"
"1802",5368854,"ja"
"1803",5460048,"ja"
"1804",5129311,"nee"
"1805",5992449,"nee"
"1806",5036947,"nee"
"1807",5459436,"nee"
"1808",5470494,"nee"
"1809",5669621,"nee"
"1810",5709562,"nee"
"1811",5988016,"nee"
"1812",5987333,"nee"
"1813",5537948,"nee"
"1814",5374869,"nee"
"1815",5758166,"ja"
"1816",5140797,"nee"
"1817",5960021,"nee"
"1818",5554447,"nee"
"1819",5572152,"nee"
"1820",5538527,"nee"
"1821",5174730,"nee"
"1822",5785317,"nee"
"1823",5235416,"nee"
"1824",5375369,"nee"
"1825",5304904,"nee"
"1826",5156248,"ja"
"1827",5754017,"nee"
"1828",5090590,"nee"
"1829",5063239,"ja"
"1830",5114015,"nee"
"1831",5402512,"ja"
"1832",5052308,"ja"
"1833",5571872,"nee"
"1834",5294722,"nee"
"1835",5517689,"nee"
"1836",5062215,"nee"
"1837",5136601,"nee"
"1838",5563996,"nee"
"1839",5050002,"nee"
"1840",5943940,"nee"
"1841",5897023,"nee"
"1842",5959053,"nee"
"1843",5978368,"nee"
"1844",5713030,"nee"
"1845",5004855,"ja"
"1846",5724949,"nee"
"1847",5943331,"nee"
"1848",5019266,"nee"
"1849",5639252,"nee"
"1850",5280158,"nee"
"1851",5382080,"nee"
"1852",5546514,"nee"
"1853",5199134,"ja"
"1854",5784761,"nee"
"1855",5264694,"nee"
"1856",5005567,"nee"
"1857",5295148,"ja"
"1858",5179618,"ja"
"1859",5513348,"nee"
"1860",5260043,"nee"
"1861",5929433,"nee"
"1862",5295777,"nee"
"1863",5420104,"nee"
"1864",5356417,"nee"
"1865",5269138,"nee"
"1866",5864758,"nee"
"1867",5400880,"nee"
"1868",5266548,"nee"
"1869",5220711,"nee"
"1870",5027993,"nee"
"1871",5039854,"nee"
"1872",5356222,"ja"
"1873",5085151,"ja"
"1874",5306733,"nee"
"1875",5300278,"nee"
"1876",5204836,"nee"
"1877",5592560,"nee"
"1878",5176291,"ja"
"1879",5902675,"nee"
"1880",5906598,"nee"
"1881",5321526,"nee"
"1882",5373434,"ja"
"1883",5792098,"nee"
"1884",5036726,"nee"
"1885",5170494,"ja"
"1886",5637711,"nee"
"1887",5448353,"nee"
"1888",5427935,"nee"
"1889",5868885,"nee"
"1890",5441998,"nee"
"1891",5632638,"nee"
"1892",5964790,"nee"
"1893",5373476,"nee"
"1894",5545292,"nee"
"1895",5316552,"nee"
"1896",5011758,"nee"
"1897",5141853,"ja"
"1898",5913709,"nee"
"1899",5188811,"nee"
"1900",5003005,"nee"
"1901",5872980,"nee"
"1902",5830799,"nee"
"1903",5974967,"nee"
"1904",5548085,"nee"
"1905",5421630,"nee"
"1906",5096120,"nee"
"1907",5663417,"nee"
"1908",5113093,"nee"
"1909",5438779,"nee"
"1910",5486292,"nee"
"1911",5690313,"nee"
"1912",5118218,"nee"
"1913",5654432,"nee"
"1914",5384965,"nee"
"1915",5500865,"nee"
"1916",5020300,"nee"
"1917",5887198,"nee"
"1918",5678817,"nee"
"1919",5209507,"nee"
"1920",5560439,"nee"
"1921",5793466,"nee"
"1922",5226673,"nee"
"1923",5380100,"nee"
"1924",5479214,"ja"
"1925",5369153,"nee"
"1926",5650587,"nee"
"1927",5734522,"nee"
"1928",5193490,"nee"
"1929",5341942,"nee"
"1930",5474230,"nee"
"1931",5467555,"ja"
"1932",5392986,"nee"
"1933",5130747,"nee"
"1934",5164037,"nee"
"1935",5720015,"nee"
"1936",5131420,"nee"
"1937",5913120,"nee"
"1938",5102394,"nee"
"1939",5123257,"nee"
"1940",5424327,"nee"
"1941",5834526,"nee"
"1942",5021570,"nee"
"1943",5693537,"ja"
"1944",5626543,"nee"
"1945",5119465,"nee"
"1946",5124257,"nee"
"1947",5476643,"nee"
"1948",5920859,"nee"
"1949",5676289,"nee"
"1950",5777690,"ja"
"1951",5493175,"nee"
"1952",5811202,"nee"
"1953",5568934,"nee"
"1954",5964339,"nee"
"1955",5736549,"nee"
"1956",5771925,"nee"
"1957",5093513,"nee"
"1958",5029052,"nee"
"1959",5107037,"nee"
"1960",5637746,"nee"
"1961",5901774,"nee"
"1962",5362307,"ja"
"1963",5857863,"nee"
"1964",5643600,"nee"
"1965",5238737,"nee"
"1966",5336538,"ja"
"1967",5613065,"nee"
"1968",5897067,"ja"
"1969",5915201,"nee"
"1970",5926170,"ja"
"1971",5469823,"nee"
"1972",5839474,"nee"
"1973",5029286,"nee"
"1974",5586401,"nee"
"1975",5490398,"nee"
"1976",5786144,"nee"
"1977",5610579,"ja"
"1978",5114509,"nee"
"1979",5143205,"nee"
"1980",5070677,"ja"
"1981",5163818,"nee"
"1982",5754540,"nee"
"1983",5789826,"nee"
"1984",5692324,"nee"
"1985",5667456,"nee"
"1986",5470837,"nee"
"1987",5775662,"nee"
"1988",5902141,"nee"
"1989",5127883,"nee"
"1990",5214502,"nee"
"1991",5813709,"nee"
"1992",5446916,"nee"
"1993",5965417,"nee"
"1994",5575989,"nee"
"1995",5391975,"nee"
"1996",5789526,"nee"
"1997",5813581,"nee"
"1998",5723913,"nee"
"1999",5189975,"nee"
"2000",5046169,"nee"
"2001",5534127,"nee"
"2002",5377859,"nee"
"2003",5915478,"nee"
"2004",5612289,"nee"
"2005",5802478,"nee"
"2006",5970300,"nee"
"2007",5081655,"nee"
"2008",5818100,"nee"
"2009",5994786,"nee"
"2010",5423396,"nee"
"2011",5201103,"nee"
"2012",5945246,"nee"
"2013",5231667,"ja"
"2014",5525513,"ja"
"2015",5373715,"ja"
"2016",5519604,"nee"
"2017",5961789,"nee"
"2018",5131264,"nee"
"2019",5248254,"nee"
"2020",5890844,"nee"
"2021",5136669,"nee"
"2022",5221667,"nee"
"2023",5312510,"ja"
"2024",5296920,"nee"
"2025",5553836,"nee"
"2026",5668574,"nee"
"2027",5491591,"ja"
"2028",5751245,"nee"
"2029",5370648,"nee"
"2030",5591380,"nee"
"2031",5500208,"nee"
"2032",5575753,"nee"
"2033",5131621,"nee"
"2034",5734179,"nee"
"2035",5187054,"nee"
"2036",5403695,"nee"
"2037",5033157,"ja"
"2038",5343192,"nee"
"2039",5448063,"nee"
"2040",5321874,"nee"
"2041",5374295,"ja"
"2042",5325977,"nee"
"2043",5699782,"nee"
"2044",5823101,"nee"
"2045",5569395,"nee"
"2046",5330042,"ja"
"2047",5418195,"nee"
"2048",5391429,"nee"
"2049",5588576,"nee"
"2050",5256863,"nee"
"2051",5072779,"ja"
"2052",5087579,"nee"
"2053",5087081,"nee"
"2054",5203416,"nee"
"2055",5074549,"nee"
"2056",5088603,"nee"
"2057",5361986,"nee"
"2058",5794131,"nee"
"2059",5456336,"nee"
"2060",5896392,"nee"
"2061",5795501,"nee"
"2062",5426468,"ja"
"2063",5701942,"ja"
"2064",5461756,"nee"
"2065",5536251,"nee"
"2066",5837563,"ja"
"2067",5629501,"ja"
"2068",5932371,"nee"
"2069",5336140,"nee"
"2070",5528694,"nee"
"2071",5548021,"nee"
"2072",5111909,"nee"
"2073",5381189,"nee"
"2074",5783477,"nee"
"2075",5860231,"nee"
"2076",5828665,"ja"
"2077",5642238,"nee"
"2078",5982320,"nee"
"2079",5478546,"ja"
"2080",5152770,"nee"
"2081",5409982,"nee"
"2082",5781235,"nee"
"2083",5462367,"nee"
"2084",5947321,"nee"
"2085",5229619,"ja"
"2086",5791471,"ja"
"2087",5155922,"nee"
"2088",5812247,"nee"
"2089",5925664,"nee"
"2090",5272147,"ja"
"2091",5201239,"nee"
"2092",5297718,"ja"
"2093",5311949,"ja"
"2094",5907882,"nee"
"2095",5570597,"nee"
"2096",5530373,"nee"
"2097",5103042,"ja"
"2098",5867599,"nee"
"2099",5446368,"ja"
"2100",5128427,"nee"
"2101",5276504,"nee"
"2102",5707517,"nee"
"2103",5634492,"nee"
"2104",5687175,"ja"
"2105",5612655,"nee"
"2106",5344320,"nee"
"2107",5798442,"ja"
"2108",5351003,"nee"
"2109",5475605,"nee"
"2110",5083826,"nee"
"2111",5707049,"nee"
"2112",5257788,"nee"
"2113",5684802,"nee"
"2114",5293765,"nee"
"2115",5781018,"nee"
"2116",5081252,"nee"
"2117",5333488,"nee"
"2118",5243106,"nee"
"2119",5721822,"nee"
"2120",5154109,"nee"
"2121",5912663,"nee"
"2122",5298747,"nee"
"2123",5663032,"nee"
"2124",5335243,"nee"
"2125",5977746,"nee"
"2126",5977133,"nee"
"2127",5598148,"nee"
"2128",5142367,"nee"
"2129",5146583,"ja"
"2130",5135320,"nee"
"2131",5178769,"nee"
"2132",5514102,"nee"
"2133",5484918,"nee"
"2134",5558833,"ja"
"2135",5488957,"nee"
"2136",5887924,"nee"
"2137",5430391,"ja"
"2138",5772247,"ja"
"2139",5513090,"nee"
"2140",5759206,"nee"
"2141",5280739,"nee"
"2142",5038188,"nee"
"2143",5917694,"nee"
"2144",5588333,"nee"
"2145",5365098,"nee"
"2146",5767165,"nee"
"2147",5822977,"ja"
"2148",5651510,"nee"
"2149",5753644,"nee"
"2150",5384967,"nee"
"2151",5170693,"nee"
"2152",5088796,"nee"
"2153",5945614,"ja"
"2154",5749069,"nee"
"2155",5364175,"nee"
"2156",5170597,"nee"
"2157",5801043,"nee"
"2158",5491261,"ja"
"2159",5859813,"nee"
"2160",5138137,"ja"
"2161",5061449,"nee"
"2162",5823423,"nee"
"2163",5338249,"nee"
"2164",5300639,"nee"
"2165",5512798,"nee"
"2166",5607169,"nee"
"2167",5063006,"nee"
"2168",5622245,"nee"
"2169",5246879,"nee"
"2170",5185426,"ja"
"2171",5520290,"nee"
"2172",5705492,"nee"
"2173",5276377,"ja"
"2174",5846907,"nee"
"2175",5679676,"nee"
"2176",5566891,"ja"
"2177",5120789,"nee"
"2178",5497253,"nee"
"2179",5298005,"nee"
"2180",5431745,"nee"
"2181",5090332,"nee"
"2182",5929403,"nee"
"2183",5497529,"nee"
"2184",5476655,"nee"
"2185",5243735,"nee"
"2186",5508823,"nee"
"2187",5641307,"nee"
"2188",5656634,"ja"
"2189",5385395,"nee"
"2190",5401955,"nee"
"2191",5367009,"nee"
"2192",5244392,"nee"
"2193",5285212,"ja"
"2194",5927794,"nee"
"2195",5649133,"nee"
"2196",5432362,"nee"
"2197",5786309,"ja"
"2198",5821698,"nee"
"2199",5154814,"nee"
"2200",5976914,"nee"
"2201",5873012,"nee"
"2202",5542967,"nee"
"2203",5970923,"nee"
"2204",5360376,"nee"
"2205",5271138,"nee"
"2206",5113551,"nee"
"2207",5490652,"nee"
"2208",5082827,"nee"
"2209",5181953,"nee"
"2210",5162518,"nee"
"2211",5139283,"nee"
"2212",5885175,"nee"
"2213",5806661,"nee"
"2214",5923417,"nee"
"2215",5583033,"nee"
"2216",5536086,"nee"
"2217",5848571,"nee"
"2218",5423246,"nee"
"2219",5474045,"nee"
"2220",5239028,"nee"
"2221",5907687,"nee"
"2222",5747723,"ja"
"2223",5485410,"nee"
"2224",5684724,"nee"
"2225",5005444,"nee"
