"","Studentnummer","Periode","Vaksoort","Cijfers"
"623","4002847","3","Praktijk",7.01329762747012
"624","4040995","3","Praktijk",8.06176538624796
"625","4341640","3","Praktijk",7.69720933866593
"626","4294862","3","Praktijk",8.27602556416029
"627","4136336","3","Praktijk",6.85122945878855
"628","4408720","3","Praktijk",8.62555255241429
"629","4279097","3","Praktijk",6.90340461457831
"630","4115138","3","Praktijk",6.32286456446695
"631","4145420","3","Praktijk",7.50757627156442
"632","4403010","3","Praktijk",9.44746361219518
"633","4062025","3","Praktijk",6.6703705443799
"634","4491882","3","Praktijk",6.56919984337975
"635","4022007","3","Praktijk",6.28048564525075
"636","4171635","3","Praktijk",7.51579429823265
"637","4108459","3","Praktijk",8.37390220699747
"638","4140908","3","Praktijk",7.44005262655382
"639","4361394","3","Praktijk",8.46330754226669
"640","4394473","3","Praktijk",8.56937087783831
"641","4413206","3","Praktijk",8.21412904015206
"642","4426137","3","Praktijk",10
"643","4397190","3","Praktijk",8.75526488188743
"644","4446180","3","Praktijk",9.47487161677876
"645","4367062","3","Praktijk",7.36244254331539
"646","4230283","3","Praktijk",7.1472204617314
"647","4114684","3","Praktijk",6.88324848815168
"648","4222679","3","Praktijk",8.08893426771708
"649","4171524","3","Praktijk",8.43420158408053
"650","4171587","3","Praktijk",8.52586481545963
"651","4059146","3","Praktijk",8.54315515213513
"652","4056642","3","Praktijk",7.03992554485969
"653","4079630","3","Praktijk",8.28769928428966
"654","4418345","3","Praktijk",7.81982542033565
"655","4090422","3","Praktijk",6.5947626107251
"656","4255963","3","Praktijk",7.97310116358846
"657","4104067","3","Praktijk",8.06939156912999
"658","4283167","3","Praktijk",7.6646260775971
"659","4033745","3","Praktijk",8.60481544153691
"660","4052443","3","Praktijk",7.2261705800876
"661","4470984","3","Praktijk",8.53610850408053
"662","4378422","3","Praktijk",8.44498858894407
"663","4044034","3","Praktijk",8.69265815925723
"664","4108996","3","Praktijk",8.22924459833816
"665","4122869","3","Praktijk",8.63723457827919
"666","4405342","3","Praktijk",8.47061706922384
"667","4052937","3","Praktijk",6.97259161491887
"668","4242059","3","Praktijk",8.03572898781582
"669","4106819","3","Praktijk",7.8394069412427
"670","4193925","3","Praktijk",6.34387961984288
"671","4491286","3","Praktijk",7.82356988347751
"672","4417603","3","Praktijk",8.10458986897194
"673","4167709","3","Praktijk",9.71701460983184
"674","4088606","3","Praktijk",6.78250788540673
"675","4182503","3","Praktijk",7.3507341283157
"676","4290456","3","Praktijk",8.06299864786804
"677","4498200","3","Praktijk",8.26732638505596
"678","4235595","3","Praktijk",8.08816988531686
"679","4228871","3","Praktijk",8.6764874344274
"680","4339089","3","Praktijk",8.74929578678711
"681","4222548","3","Praktijk",5.97787672312093
"682","4274478","3","Praktijk",8.72628292799943
"683","4282359","3","Praktijk",8.19042752874739
"684","4180274","3","Praktijk",6.85941503093011
"685","4453547","3","Praktijk",7.85245391784029
"686","4289011","3","Praktijk",7.2630022610893
"687","4344680","3","Praktijk",8.54803960255171
"688","4380871","3","Praktijk",6.93964961995571
"689","4323639","3","Praktijk",8.28305376655044
"690","4206884","3","Praktijk",7.67839156820328
"691","4189140","3","Praktijk",8.13336809065558
"692","4020387","3","Praktijk",8.47558663265039
"693","4065990","3","Praktijk",7.73851065018718
"694","4117836","3","Praktijk",8.54018796787096
"695","4095569","3","Praktijk",6.9363229256912
"696","4386176","3","Praktijk",6.7575877673573
"697","4099176","3","Praktijk",9.9643620566372
"698","4312314","3","Praktijk",7.56713690541909
"699","4397649","3","Praktijk",8.25042987005378
"700","4304828","3","Praktijk",6.90161913781152
"701","4307724","3","Praktijk",7.16249938805576
"702","4410318","3","Praktijk",6.88091258295065
"703","4421454","3","Praktijk",7.32501081582481
"704","4166127","3","Praktijk",8.49691777137976
"705","4338848","3","Praktijk",6.96025651408438
"706","4269174","3","Praktijk",7.52386818222919
"707","4362713","3","Praktijk",8.44867908164391
"708","4112068","3","Praktijk",8.21705886306868
"709","4356298","3","Praktijk",5.61151507272055
"710","4170270","3","Praktijk",8.23159527235085
"711","4496238","3","Praktijk",5.65585463619879
"712","4373333","3","Praktijk",8.07737502387885
"713","4230461","3","Praktijk",9.37872992448464
"714","4125696","3","Praktijk",8.4878925317481
"715","4287088","3","Praktijk",6.49683593858474
"716","4389577","3","Praktijk",7.29736629433031
"717","4379084","3","Praktijk",8.43379543187055
"718","4428246","3","Praktijk",5.19046950445117
"719","4456073","3","Praktijk",7.85745238365102
"720","4082554","3","Praktijk",5.4262615635102
"721","4385074","4","Theorie",7.22616767931314
"722","4207511","4","Theorie",6.62611015891675
"723","4098908","4","Theorie",7.47707270262208
"724","4195935","4","Theorie",7.46380402228103
"725","4468737","4","Theorie",8.0894580105017
"726","4327754","4","Theorie",6.66830837808816
"727","4357990","4","Theorie",6.9111232564365
"728","4354057","4","Theorie",9.52423772161644
"729","4062367","4","Theorie",8.00506966941541
"730","4480166","4","Theorie",6.37525852957321
"731","4374045","4","Theorie",7.81400764547719
"732","4025547","4","Theorie",7.20618368959598
"733","4232263","4","Theorie",7.70646329248882
"734","4097291","4","Theorie",6.16372432429922
"735","4131464","4","Theorie",5.14181702813397
"736","4372364","4","Theorie",6.01629841867062
"737","4482451","4","Theorie",6.67812538129548
"738","4124790","4","Theorie",6.04402376323712
"739","4467535","4","Theorie",8.90721090724148
"740","4355807","4","Theorie",6.79855415268935
"741","4116211","4","Theorie",7.12195175879955
"742","4152123","4","Theorie",6.51076758038514
"743","4002847","4","Theorie",6.49659740843711
"744","4040995","4","Theorie",7.40566961111359
"745","4341640","4","Theorie",7.62017506147707
"746","4294862","4","Theorie",8.26371492649817
"747","4136336","4","Theorie",6.47231856354368
"748","4408720","4","Theorie",8.07370730789838
"749","4279097","4","Theorie",5.81157576222121
"750","4115138","4","Theorie",7.51003174936683
"751","4145420","4","Theorie",7.39005421445154
"752","4403010","4","Theorie",7.03619529634908
"753","4062025","4","Theorie",7.71349058449395
"754","4491882","4","Theorie",8.10009629087857
"755","4022007","4","Theorie",7.31987096174324
"756","4171635","4","Theorie",8.14152740680933
"757","4108459","4","Theorie",7.71548928500996
"758","4140908","4","Theorie",6.64523856625591
"759","4361394","4","Theorie",7.97237690187241
"760","4394473","4","Theorie",7.94359630780213
"761","4413206","4","Theorie",6.61034751614825
"762","4426137","4","Theorie",7.82630019761113
"763","4397190","4","Theorie",5.32363425737739
"764","4446180","4","Theorie",7.33984610337519
"765","4367062","4","Theorie",7.44030417389082
"766","4230283","4","Theorie",7.31998197127734
"767","4114684","4","Theorie",5.18828933605856
"768","4222679","4","Theorie",6.82633977986079
"769","4171524","4","Theorie",6.20282966200467
"770","4171587","4","Theorie",6.06889769056857
"771","4059146","4","Theorie",7.21520936422971
"772","4056642","4","Theorie",7.60370538085104
"773","4079630","4","Theorie",6.65878948605157
"774","4418345","4","Theorie",6.41513902182923
"775","4090422","4","Theorie",4.63994755958199
"776","4255963","4","Theorie",7.2728007835119
"777","4104067","4","Theorie",7.95024357606641
"778","4283167","4","Theorie",7.07175111911785
"779","4033745","4","Theorie",6.71213327482786
"780","4052443","4","Theorie",8.10878779144248
"781","4470984","4","Theorie",5.34753585165648
"782","4378422","4","Theorie",6.88985209413897
"783","4044034","4","Theorie",6.88613507606702
"784","4108996","4","Theorie",7.22355122513666
"785","4122869","4","Theorie",8.38345966271718
"786","4405342","4","Theorie",6.64716675199288
"787","4052937","4","Theorie",7.79704028768312
"788","4242059","4","Theorie",7.88096938294002
"789","4106819","4","Theorie",7.21196104821705
"790","4193925","4","Theorie",6.99319243665587
"791","4491286","4","Theorie",7.93884904705583
"792","4417603","4","Theorie",7.17427836230399
"793","4167709","4","Theorie",5.40327230999403
"794","4088606","4","Theorie",5.38438920883128
"795","4182503","4","Theorie",6.94225463197199
"796","4290456","4","Theorie",7.13927276130803
"797","4498200","4","Theorie",8.19187372814375
"798","4235595","4","Theorie",6.23155902347228
"799","4228871","4","Theorie",7.5807205786688
"800","4339089","4","Theorie",7.41350974070837
"801","4222548","4","Theorie",6.23149346806363
"802","4274478","4","Theorie",8.6948730987816
"803","4282359","4","Theorie",6.86378015383774
"804","4180274","4","Theorie",5.49937207936019
"805","4453547","4","Theorie",5.73232234178998
"806","4289011","4","Theorie",6.98365134940874
"807","4344680","4","Theorie",8.3517849846667
"808","4380871","4","Theorie",7.83348045684103
"809","4323639","4","Theorie",6.92269033502824
"810","4206884","4","Theorie",5.45665218518103
"811","4189140","4","Theorie",6.1814471597605
"812","4020387","4","Theorie",6.89051874187826
"813","4065990","4","Theorie",6.68599445906339
"814","4117836","4","Theorie",6.45853380597804
"815","4095569","4","Theorie",7.39121653210113
"816","4386176","4","Theorie",6.03301637561295
"817","4099176","4","Theorie",5.57385884171526
"818","4312314","4","Theorie",6.22310276326356
"819","4397649","4","Theorie",6.51137881478122
"820","4304828","4","Theorie",7.60780088732887
"821","4307724","4","Theorie",6.07859488600954
"822","4410318","4","Theorie",5.63706581999136
"823","4421454","4","Theorie",7.43466143677846
"824","4166127","4","Theorie",5.21623947020481
"825","4338848","4","Theorie",8.17803246813569
"826","4269174","4","Theorie",6.87405319377247
"827","4362713","4","Theorie",6.97318670464159
"828","4112068","4","Theorie",7.62233033042059
"829","4356298","4","Theorie",7.00647464655144
"830","4170270","4","Theorie",6.92898311077386
"831","4496238","4","Theorie",6.93505761453827
"832","4373333","4","Theorie",6.64661178366427
"833","4230461","4","Theorie",6.7632920546311
"834","4125696","4","Theorie",7.52508664028645
"835","4287088","4","Theorie",6.41785490961905
"836","4389577","4","Theorie",7.72103196070562
"837","4379084","4","Theorie",9.0878605193334
"838","4428246","4","Theorie",8.78317807955344
"839","4456073","4","Theorie",7.0681724850904
"840","4082554","4","Theorie",5.62192334329536
"841","4385074","4","Praktijk",7.23026910147598
"842","4207511","4","Praktijk",6.91069840002779
"843","4098908","4","Praktijk",7.26246969940873
"844","4195935","4","Praktijk",8.90215087145681
"845","4468737","4","Praktijk",7.65059298354985
"846","4327754","4","Praktijk",8.58992999673424
"847","4357990","4","Praktijk",7.84219161493581
"848","4354057","4","Praktijk",8.79787369275367
"849","4062367","4","Praktijk",9.0865618162213
"850","4480166","4","Praktijk",8.8349570023395
"851","4374045","4","Praktijk",7.70313449151195
"852","4025547","4","Praktijk",9.85430135120002
"853","4232263","4","Praktijk",9.29833220197764
"854","4097291","4","Praktijk",7.46475890180701
"855","4131464","4","Praktijk",7.11566868132296
"856","4372364","4","Praktijk",9.86103301352516
"857","4482451","4","Praktijk",7.7294079085495
"858","4124790","4","Praktijk",8.58564090563064
"859","4467535","4","Praktijk",7.42294222548466
"860","4355807","4","Praktijk",7.6809850910363
"861","4116211","4","Praktijk",7.68597486721696
"862","4152123","4","Praktijk",7.34066135931407
"863","4002847","4","Praktijk",6.77684018651184
"864","4040995","4","Praktijk",8.10920412563468
"865","4341640","4","Praktijk",7.76559259990537
"866","4294862","4","Praktijk",8.16194464677561
"867","4136336","4","Praktijk",7.14409612433463
"868","4408720","4","Praktijk",6.78639029407456
"869","4279097","4","Praktijk",7.93227852507942
"870","4115138","4","Praktijk",9.45646853631126
"871","4145420","4","Praktijk",6.55706104279904
"872","4403010","4","Praktijk",7.48747010617707
"873","4062025","4","Praktijk",8.24398379192542
"874","4491882","4","Praktijk",9.67751179128875
"875","4022007","4","Praktijk",8.07947405466246
"876","4171635","4","Praktijk",7.14357250338306
"877","4108459","4","Praktijk",7.22122271285565
"878","4140908","4","Praktijk",7.61906391574292
"879","4361394","4","Praktijk",6.10264166027424
"880","4394473","4","Praktijk",7.92822908831218
"881","4413206","4","Praktijk",6.96913540850997
"882","4426137","4","Praktijk",8.67069547649061
"883","4397190","4","Praktijk",7.63871224506071
"884","4446180","4","Praktijk",7.72069364383133
"885","4367062","4","Praktijk",7.35410959300469
"886","4230283","4","Praktijk",7.48427090711908
"887","4114684","4","Praktijk",6.62544386713877
"888","4222679","4","Praktijk",9.01037782844654
"889","4171524","4","Praktijk",8.45370645645891
"890","4171587","4","Praktijk",8.27488033044491
"891","4059146","4","Praktijk",6.72820877519511
"892","4056642","4","Praktijk",8.97359524191821
"893","4079630","4","Praktijk",9.28078712369707
"894","4418345","4","Praktijk",7.97412345265801
"895","4090422","4","Praktijk",6.2640362200077
"896","4255963","4","Praktijk",7.054824116282
"897","4104067","4","Praktijk",7.53888036127263
"898","4283167","4","Praktijk",8.55956613727017
"899","4033745","4","Praktijk",8.20737169778683
"900","4052443","4","Praktijk",8.40051626974499
"901","4470984","4","Praktijk",7.9485903301236
"902","4378422","4","Praktijk",8.82494469568756
"903","4044034","4","Praktijk",6.32193249647239
"904","4108996","4","Praktijk",7.07672058373262
"905","4122869","4","Praktijk",7.34255166536265
"906","4405342","4","Praktijk",9.65494179674235
"907","4052937","4","Praktijk",6.83607085252894
"908","4242059","4","Praktijk",7.12085726550949
"909","4106819","4","Praktijk",8.22461303088687
"910","4193925","4","Praktijk",9.42054996200525
"911","4491286","4","Praktijk",8.50092068921146
"912","4417603","4","Praktijk",8.28482960196981
"913","4167709","4","Praktijk",7.27942516940623
"914","4088606","4","Praktijk",8.89646094196201
"915","4182503","4","Praktijk",6.56753233271388
"916","4290456","4","Praktijk",8.38599263402402
"917","4498200","4","Praktijk",6.88934584952042
"918","4235595","4","Praktijk",7.92449656217157
"919","4228871","4","Praktijk",6.61277778086658
"920","4339089","4","Praktijk",8.27471365422758
"921","4222548","4","Praktijk",8.54631196268885
"922","4274478","4","Praktijk",7.46090538992959
"923","4282359","4","Praktijk",6.15850080535722
"924","4180274","4","Praktijk",7.20971104899092
"925","4453547","4","Praktijk",6.90593187401074
"926","4289011","4","Praktijk",8.46369736708952
"927","4344680","4","Praktijk",8.01676547839203
"928","4380871","4","Praktijk",8.7137155884581
"929","4323639","4","Praktijk",8.37272039733072
"930","4206884","4","Praktijk",7.36858126471343
"931","4189140","4","Praktijk",7.65480527506695
"932","4020387","4","Praktijk",7.76632688715683
"933","4065990","4","Praktijk",5.5972901683002
"934","4117836","4","Praktijk",7.15898434063566
"935","4095569","4","Praktijk",7.47442243825738
"936","4386176","4","Praktijk",8.96467607153032
"937","4099176","4","Praktijk",9.16868779777066
"938","4312314","4","Praktijk",8.03752563540828
"939","4397649","4","Praktijk",6.94054961626424
"940","4304828","4","Praktijk",7.79680114123607
"941","4307724","4","Praktijk",7.73947749784147
"942","4410318","4","Praktijk",6.49640715860817
"943","4421454","4","Praktijk",6.80845351825089
"944","4166127","4","Praktijk",10
"945","4338848","4","Praktijk",6.57859483381231
"946","4269174","4","Praktijk",6.82932880975573
"947","4362713","4","Praktijk",8.61272884011098
"948","4112068","4","Praktijk",8.50407291263147
"949","4356298","4","Praktijk",7.96639597350757
"950","4170270","4","Praktijk",9.06778841116665
"951","4496238","4","Praktijk",6.91563566424633
"952","4373333","4","Praktijk",8.56575552227528
"953","4230461","4","Praktijk",7.7239091898624
"954","4125696","4","Praktijk",7.1742911241126
"955","4287088","4","Praktijk",8.49022053651951
"956","4389577","4","Praktijk",7.07346813890525
"957","4379084","4","Praktijk",9.60254989142619
"958","4428246","4","Praktijk",7.1391089799738
"959","4456073","4","Praktijk",7.63448673386719
"960","4082554","4","Praktijk",7.99366807922987
